City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,yulara,-25.2406,130.9889,28.0,33,10,4.35,AU,1679250546
367,whitehorse,60.7161,-135.0538,3.43,65,75,6.69,CA,1679250471
368,high prairie,55.4334,-116.4858,-2.36,91,100,1.52,CA,1679250547
369,snezhnogorsk,69.1933,33.2531,-6.12,89,31,4.08,RU,1679250548
370,loralai,30.3705,68.598,15.11,67,3,2.08,PK,1679250548
371,luleburgaz,41.4039,27.3592,6.64,86,47,2.11,TR,1679250370
372,the pas,53.8251,-101.2541,-8.99,62,0,3.6,CA,1679250549
373,hobyo,5.3505,48.5268,28.21,74,100,4.58,SO,1679250550
374,ofaqim,31.3141,34.6203,12.06,72,34,7.25,IL,1679250551
375,oak ridge,36.0104,-84.2696,3.51,48,100,0.0,US,1679250551
376,lianran,24.9227,102.485,15.3,66,43,1.56,CN,1679250552
377,moranbah,-22.0016,148.0466,20.39,82,4,4.65,AU,1679250553
378,vondrozo,-22.8167,47.2833,20.83,98,83,0.22,MG,1679250554
379,samoded,63.6083,40.5111,0.08,95,97,2.89,RU,1679250554
380,sirjan,29.452,55.6814,15.31,20,25,3.27,IR,1679250555
381,labuhan,-6.8844,112.2051,26.17,82,100,1.51,ID,1679250555
382,touho,-20.7833,165.2333,25.51,78,28,11.8,NC,1679250556
383,ewa beach,21.3156,-158.0072,26.35,86,40,1.54,US,1679250392
384,wanning,18.8003,110.3967,21.5,87,93,1.99,CN,1679250557
385,hachinohe,40.5,141.5,6.09,66,4,7.92,JP,1679250557
386,huilong,31.8111,121.655,9.4,79,100,3.09,CN,1679250558
387,sukhobuzimskoye,56.5,93.2728,-11.48,86,100,6.7,RU,1679250558
388,vanimo,-2.6741,141.3028,24.74,90,73,1.4,PG,1679250559
389,komsomolskiy,40.4272,71.7189,14.4,58,40,1.03,UZ,1679250559
390,tanda,26.55,82.65,20.31,71,100,3.47,IN,1679250560
391,dongning,44.0622,131.1207,1.29,56,0,2.1,CN,1679250561
392,tautira,-17.7333,-149.15,26.92,75,100,3.21,PF,1679250561
393,hastings,50.8552,0.5729,9.88,30,89,3.69,GB,1679250562
394,hattiesburg,31.3271,-89.2903,10.68,33,0,5.14,US,1679250562
395,ust-kuyga,70.0167,135.6,-28.02,98,100,0.36,RU,1679250563
396,yarada,17.65,83.2667,23.18,100,75,1.03,IN,1679250563
397,svetlogorsk,52.6333,29.7333,3.63,64,97,2.52,BY,1679250564
398,holme,56.1138,10.1725,8.99,89,89,2.59,DK,1679250564
399,beringovskiy,63.05,179.3167,-12.35,92,8,3.13,RU,1679250565
400,palmer,42.1584,-72.3287,3.58,34,75,8.23,US,1679250566
401,sayhat,26.4852,50.0405,26.11,57,58,6.06,SA,1679250566
402,prince albert,53.2001,-105.7677,-5.03,86,100,5.14,CA,1679250567
403,tezu,27.9167,96.1667,17.87,94,100,0.61,IN,1679250568
404,noshiro,40.2039,140.0242,6.92,65,3,4.06,JP,1679250569
405,tura,25.5198,90.2201,17.01,97,100,1.32,IN,1679250569
406,puerto rondon,6.2805,-71.1,36.06,22,50,4.73,CO,1679250570
407,camacari,-12.6975,-38.3242,28.87,70,100,3.39,BR,1679250570
408,spisska nova ves,48.9446,20.5615,8.55,71,100,1.86,SK,1679250571
409,san quintin,30.4833,-115.95,18.81,50,82,2.97,MX,1679250572
410,lagoa,39.05,-27.9833,14.35,78,18,12.28,PT,1679250573
411,nha trang,12.25,109.1833,25.0,91,7,2.67,VN,1679250574
412,yendi,9.4427,-0.0099,32.09,36,93,3.9,GH,1679250576
413,praia da vitoria,38.7333,-27.0667,18.14,72,75,10.32,PT,1679250534
414,saint-francois,46.4154,3.9054,10.69,66,75,5.14,FR,1679250577
415,san vicente,-26.6167,-54.1333,33.6,24,34,1.55,AR,1679250577
416,esperance,-33.8667,121.9,16.73,84,14,7.07,AU,1679250578
417,oxbow,49.2333,-102.1676,-6.31,81,58,3.62,CA,1679250579
418,lompoc,34.6391,-120.4579,13.8,74,20,11.83,US,1679250417
419,arman,59.7,150.1667,-9.84,95,100,3.38,RU,1679250580
420,bauchi,10.5,10.0,29.53,9,98,1.68,NG,1679250580
421,todos santos,23.45,-110.2167,20.37,79,1,3.19,MX,1679250580
422,nouadhibou,20.931,-17.0347,21.99,64,0,6.69,MR,1679250581
423,nanortalik,60.1432,-45.2371,1.16,65,100,2.43,GL,1679250581
424,butajira,8.1167,38.3667,14.87,87,100,1.55,ET,1679250582
425,vaitape,-16.5167,-151.75,27.67,67,99,4.34,PF,1679250583
426,luangwa,-15.6167,30.4167,24.12,74,71,0.63,ZM,1679250583
427,puerto berrio,6.4916,-74.4033,32.93,51,52,1.71,CO,1679250584
428,kieta,-6.2167,155.6333,25.65,85,62,1.74,PG,1679250584
429,mwinilunga,-11.7358,24.4293,16.81,95,88,0.49,ZM,1679250585
430,bilma,18.6853,12.9164,30.17,6,79,3.04,NE,1679250585
431,kavaratti,10.5669,72.642,28.04,61,29,3.61,IN,1679250586
432,lianzhou,24.7811,112.3825,18.51,91,97,0.36,CN,1679250586
433,presidencia roque saenz pena,-26.7852,-60.4388,36.06,30,2,3.07,AR,1679250586
434,mercedes,-34.6515,-59.4307,35.48,31,32,3.42,AR,1679250587
435,scarborough,54.2797,-0.4044,8.76,76,96,2.24,GB,1679250587
436,san cristobal,7.7669,-72.225,25.1,48,94,0.39,VE,1679250588
437,magistralnyy,56.1725,107.4458,-9.09,97,23,1.61,RU,1679250589
438,tazovskiy,67.4667,78.7,-16.21,87,96,6.99,RU,1679250589
439,lesnoy,57.6198,63.0784,-4.58,68,96,5.01,RU,1679250590
440,stephenville,32.2207,-98.2023,11.19,31,0,2.06,US,1679250590
441,ossora,59.2353,163.0719,-16.86,90,98,1.64,RU,1679250591
442,poronaysk,49.2167,143.1167,-2.12,82,53,3.56,RU,1679250591
443,kirkwall,58.9848,-2.9587,7.03,70,75,0.51,GB,1679250592
444,camacha,33.0833,-16.3333,16.68,72,40,4.12,PT,1679250592
445,kyren,51.6828,102.1408,-4.87,72,20,1.02,RU,1679250593
446,otane,-39.8833,176.6333,11.12,96,81,0.91,NZ,1679250593
447,abong mbang,3.9833,13.1833,20.47,86,96,1.0,CM,1679250594
448,zhigansk,66.7697,123.3711,-36.93,99,22,3.35,RU,1679250595
449,bera,24.0833,89.6167,20.51,91,100,4.13,BD,1679250596
450,sao geraldo do araguaia,-6.4006,-48.555,23.29,96,100,1.76,BR,1679250368
451,lishu,43.3047,124.3278,5.27,33,30,8.14,CN,1679250597
452,namtsy,62.7161,129.6658,-26.12,86,39,5.21,RU,1679250598
453,bonthe,7.5264,-12.505,27.88,62,40,5.9,SL,1679250598
454,san carlos de bariloche,-41.1456,-71.3082,18.86,26,0,5.66,AR,1679250599
455,taboga,46.2663,13.1092,11.66,51,100,1.22,IT,1679250600
456,belaya gora,68.5333,146.4167,-26.52,97,100,6.45,RU,1679250600
457,nuzvid,16.7833,80.85,22.15,91,6,3.16,IN,1679250601
458,zyryanovsk,49.7386,84.2719,-5.24,91,100,3.74,KZ,1679250602
459,jos,9.9167,8.9,25.16,29,100,2.34,NG,1679250602
460,yuci,37.6803,112.7319,5.86,65,2,2.0,CN,1679250604
461,weligama,5.9667,80.4167,25.4,85,5,0.82,LK,1679250604
462,tinskoy,56.1525,96.9161,-6.52,83,100,5.87,RU,1679250605
463,noumea,-22.2763,166.4572,26.67,99,84,6.37,NC,1679250604
464,port hawkesbury,45.6169,-61.3485,7.73,54,0,5.14,CA,1679250343
465,kayes,14.0,-11.0,35.61,7,6,1.25,ML,1679250607
466,pueblo nuevo,23.3833,-105.3833,19.27,19,0,3.57,MX,1679250607
467,brzeziny,51.8002,19.7514,11.21,53,100,2.68,PL,1679250608
468,pokhara,28.2333,83.9833,14.5,80,100,0.52,NP,1679250609
469,harlingen,26.1906,-97.6961,12.72,86,100,8.75,US,1679250610
470,itarema,-2.9248,-39.9167,26.89,77,94,5.04,BR,1679250610
471,belyy yar,53.6039,91.3903,-2.86,70,40,8.0,RU,1679250611
472,eruwa,7.5333,3.4167,28.36,63,100,4.66,NG,1679250613
473,mukhen,48.1,136.1,-0.99,82,29,3.89,RU,1679250613
474,necochea,-38.5473,-58.7368,19.1,78,92,5.28,AR,1679250614
475,deputatskiy,69.3,139.9,-29.35,95,100,2.59,RU,1679250615
476,orlik,52.5178,99.825,-13.96,94,58,1.44,RU,1679250615
477,riyadh,24.6877,46.7219,23.08,16,0,3.67,SA,1679250384
478,edd,13.9297,41.6925,26.82,79,29,2.1,ER,1679250616
479,canon city,38.441,-105.2424,10.1,20,8,4.02,US,1679250617
480,roald,62.5833,6.1333,4.86,81,40,3.09,NO,1679250617
481,san pedro de macoris,18.4616,-69.2972,32.07,53,17,6.24,DO,1679250619
482,port-cartier,50.0334,-66.8654,1.53,65,98,6.51,CA,1679250619
483,bonfim,3.0833,-59.95,36.64,23,7,4.52,BR,1679250620
484,bantry,51.6833,-9.45,10.44,98,100,4.49,IE,1679250621
485,eydhafushi,5.1033,73.0708,27.7,74,100,1.62,MV,1679250622
486,berbera,10.4396,45.0143,27.02,68,100,0.68,SO,1679250623
487,garissa,-0.4536,39.6401,30.26,51,100,9.46,KE,1679250623
488,yevlax,40.6089,47.1492,13.99,77,100,3.6,AZ,1679250625
489,kagadi,0.9606,30.7967,17.72,89,82,0.68,UG,1679250625
490,kulhudhuffushi,6.6221,73.07,27.82,73,42,2.03,MV,1679250438
491,aleksandrovskiy zavod,50.9237,117.9374,-2.74,96,100,1.58,RU,1679250626
492,ximei,24.9639,118.3794,15.67,84,97,1.33,CN,1679250626
493,hovd,48.0056,91.6419,1.71,46,100,5.51,MN,1679250627
494,havre-saint-pierre,50.2334,-63.5986,0.2,80,100,11.32,CA,1679250628
495,paamiut,61.994,-49.6678,-0.02,73,100,2.69,GL,1679250629
496,masterton,-40.9597,175.6575,14.38,95,10,2.04,NZ,1679250630
497,argel,36.7525,3.042,14.9,82,40,3.09,DZ,1679250631
498,galesong,-5.3166,119.3661,25.01,87,100,3.08,ID,1679250632
499,simao,22.7886,100.9748,16.31,62,100,0.57,CN,1679250633
500,kruisfontein,-34.0033,24.7314,22.71,88,100,5.78,ZA,1679250634
501,fort saint james,54.4333,-124.25,1.32,97,100,0.72,CA,1679250634
502,nikolayevka,53.1257,47.2041,-1.06,99,100,1.47,RU,1679250635
503,buraydah,26.326,43.975,22.25,22,0,4.69,SA,1679250635
504,san policarpo,12.1791,125.5072,25.41,70,98,4.21,PH,1679250415
505,caravelas,-17.7125,-39.2481,27.74,65,9,3.36,BR,1679250636
506,bairiki,1.3292,172.9752,26.0,89,20,2.06,KI,1679250636
507,bonanza,14.0289,-84.591,33.69,35,46,1.83,NI,1679250637
508,cabatuan,10.8794,122.486,23.18,93,100,4.27,PH,1679250637
509,kavarna,43.4333,28.3333,6.6,85,99,0.66,BG,1679250638
510,lowestoft,52.4752,1.7516,10.23,79,100,3.99,GB,1679250639
511,thinadhoo,0.5333,72.9333,27.37,78,82,1.94,MV,1679250639
512,amahai,-3.3333,128.9167,25.58,83,100,1.3,ID,1679250640
513,mnogovershinnyy,53.9353,139.9242,-5.94,94,84,4.1,RU,1679250640
514,rio grande,-32.035,-52.0986,34.06,59,3,5.69,BR,1679250641
515,sorland,67.667,12.6934,-1.08,82,100,1.34,NO,1679250642
516,rzhev,56.2624,34.3282,-2.64,93,100,2.44,RU,1679250645
517,mariental,-24.6333,17.9667,28.56,15,96,7.16,NA,1679250646
518,tilichiki,60.4667,166.1,-22.66,99,94,3.15,RU,1679250646
519,rodino,52.5,80.25,-15.92,97,7,3.14,RU,1679250647
520,hanover,52.3705,9.7332,14.03,88,0,1.54,DE,1679250590
521,kununurra,-15.7667,128.7333,24.99,94,40,0.0,AU,1679250647
522,kilindoni,-7.9139,39.6668,26.91,78,100,2.44,TZ,1679250648
523,venustiano carranza,19.43,-99.0992,20.99,24,40,2.06,MX,1679250649
524,bend,44.0582,-121.3153,8.23,62,75,2.06,US,1679250621
525,maltahohe,-24.8333,16.9833,22.53,19,22,5.51,NA,1679250649
526,umm lajj,25.0213,37.2685,20.93,47,0,3.79,SA,1679250650
527,puerto escondido,15.85,-97.0667,29.46,65,40,4.12,MX,1679250479
528,cordoba,-31.4135,-64.1811,33.47,52,40,4.12,AR,1679250601
529,kismayo,-0.3582,42.5454,27.24,82,100,5.77,SO,1679250651
530,alta floresta,-9.8756,-56.0861,31.9,62,40,4.63,BR,1679250651
531,kholodnyy,62.7167,147.95,-19.48,99,100,1.51,RU,1679250652
532,shaunavon,49.6501,-108.4181,-0.12,90,66,3.27,CA,1679250652
533,hunchun,42.8675,130.3581,2.75,59,0,1.28,CN,1679250652
534,iqaluit,63.7506,-68.5145,-27.15,69,0,9.77,CA,1679250653
535,skibbereen,51.55,-9.2667,10.62,98,100,6.37,IE,1679250653
536,aksu,41.1231,80.2644,7.4,17,30,5.25,CN,1679250654
537,kirgiz-miyaki,53.6324,54.7979,-5.73,77,90,5.26,RU,1679250655
538,ketchikan,55.3422,-131.6461,6.99,87,100,2.06,US,1679250655
539,ulaangom,49.9811,92.0667,-11.6,93,100,1.59,MN,1679250656
540,mayumba,-3.432,10.6554,25.83,86,100,1.35,GA,1679250656
